text_clean,text_len,label
"rt <user> : i wrote whole game story on how orpik shut down ovi two nights in a row. many of you will mock this. but he was really, & 8230 ;",140,neither
"<user> neil, have you heard that scientists have discovered that, in fact, bitches do be trippin?",97,offensive_language
why the wifey type girls single and the hoes being cuffed though?,65,offensive_language
<user> <user> <user> do birds have a 72% out of wedlock rate? is it white fathers that are running away?,104,hate_speech
oh shit! & 128557 ;& 128128 ; rt <user> : & 8220 ; <user> : dallas trash.& 8221 ; your hairline is trash,104,offensive_language
<user> yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid,102,offensive_language
"rt <user> : grow up, bitch.",27,offensive_language
"<user> coons and monkeys like you disgust me, you minstrel show negro. crying about shit all the time you're a disgrace everywhere",130,hate_speech
rt <user> : hello <user> you are now official big time pussy,60,offensive_language
saw my dog humpin this female dog the other day. now the female is waiting outside my door for a quick hook up. my dog gets bitches!,132,offensive_language
"bf: i think we need some pet insurance. gf: lmao, why, what for? bf: because i'm destroying your pussy everyday.",112,offensive_language
all my old hoes wana have my baby,33,offensive_language
<user> <user> slap a bitch,26,offensive_language
<user> *pom poms* you make that shit yeahhhh,44,offensive_language
rt <user> : <user> <user> <user> <user> <user> <user> <user> big booty hoe,74,offensive_language
"rt <user> : ""you are trash"" me: <url>",37,hate_speech
"rams too "" <user> : lakers as a whole is trash rt <user> : jordan hill is trash. play davis and randle more""",108,neither
<user> <user> <user> bitch no u not u look like a full breaded cracker,70,offensive_language
"<user> thank you for the lyrics, these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick",133,offensive_language
<user> bitch am dumb bitch am smarter than yo fat peter griffin looking ass,75,offensive_language
i hate hashtag activism. no lie. i think 95% of it is trash.,60,neither
<user> thank you for proving my bitch ass wrong tonight.,56,offensive_language
these niggas out here bitchin tell em suck sumn these bitches see my vision tell em fuck sumn,93,offensive_language
i smoke a lot of weed to keep them bitches of ma mind,53,offensive_language
<user> <user> why would i need to call her and bitch/cunt to your face? im talking to her not you dumbass,105,offensive_language
oh yeah! especially winston niccas lmao rt <user> : <user> <user> think i wont lol. these 336 niggas,100,offensive_language
rt <user> : rt or you're a fag. <url>,37,hate_speech
man bitches love beyonce....no punch line,41,offensive_language
if someone is part of 'james x' then he's a white trash cultist.,64,hate_speech
"oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . just trash my life",134,neither
<user> <user> funny to read retard liberal tweets. but anand u didn't delete salwar tweet. anyway say hi to digvijaysingh,121,offensive_language
"jameis winston got benched for standing on a table and saying ""fuck her right in her pussy"". the irony is so deep you can use a shovel.",135,offensive_language
bad bitches is the only thing that i like,41,offensive_language
errybody in dis bitch getting tips (whispers) errybody in dis bitch getting tipsy,81,offensive_language
& 8220 ; <user> : dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya& 8221 ; its happend,128,offensive_language
"come to tnd!!!! atrocities starts at 7, followed by lost cause, auramea, night verses, and norma jean! let's fill this bitch.",125,offensive_language
im addicted to bad bitches like i never had bitches,51,offensive_language
<user> ok hoe,13,offensive_language
"ur no from here, u act sound infront ae me or i'll be an awfy cunt nd break ur fukin phone tae",94,offensive_language
pretty girls wit bird brains....what a waste smh,48,neither
<user> i don't care what they is they can catch them hoes,57,offensive_language
rt <user> : i could literally be crying one minute get up wipe my face walk out the room like bitch turn uuuup & 128514 ;& 128514 ;& 128514 ; idk it's weird.,157,offensive_language
"& 8220 ; <user> : all i wanna do is go workout then come back home and lay in bed& 8221 ; jerk off, kill two birds with one stone.",130,offensive_language
just in case the day couldn't get better wife's rav 4 had a flat and being the redneck i am i put 16 inch rims on it so there goes $200x2,137,neither
<user> but bitch nobody was wanting your ass. u assumed that cuz u let dogs run up in yo filth u think i want some of it...not!,127,offensive_language
"rt <user> : i am so nice , but i'm such a bitch .. hard 2 explain",65,offensive_language
thursdays really been trash this season <user>,46,neither
<user> bitch bye you can't get it,33,offensive_language
texting this bitch like she main material fuck that shit ... she finna get these youza hoe text,95,offensive_language
rt <user> : <user> <user> <user> <user> lmao that hashtag had me dying princess hoe needs to get a twitter lol,110,offensive_language
i give my niggas hope and sell these bitches dreams!,52,offensive_language
even nature looks awesome when colored in 663399becca <url>,59,neither
"i'm not particularly shy, but hard for me to break ice with a stranger or in others words i'm a pussy & 128517 ; haha she was so cute too!",138,offensive_language
"rt <user> : & 128514 ;& 128514 ;& 128514 ; rt <user> : if your girl smoke weed the dopeman slamming your bitch for a g, but that's relationship goals to y'a& 8230 ;",164,offensive_language
"<user> breeding a nation of pussies, now how the hell is a man, a man...if he's a pussy! i'm concerned, we have pussies psycho's!",129,offensive_language
val is such a bitch,19,offensive_language
rt <user> : <user> <user> <user> babes we buy brazilian and peruvian not bengali,80,neither
rt <user> : like damn. sorry i'm not a girl that hoes around and has sex with 20 billion guys.,94,offensive_language
<user> get me a bag of those pink n white coloured van sweets please. thanks dude :-),85,neither
<user> <user> bc <user> is trash why would he lie about that? i told you he's real,82,neither
damn charlie wilson is still around?,36,neither
<user> that's my nig nog,24,offensive_language
can you catch a box hoe ?,25,offensive_language
& 8220 ; <user> : bitch that's ham on her face <url> <user>,59,offensive_language
<user> let's go see the wolverine hoe,37,offensive_language
lol rt <user> most chicks that go to enon are hoes or reformed hoes,67,offensive_language
just got rich. took a broke nigga bitch,39,offensive_language
niggaz irrational these days...quick to jump bad bout a bitch...,64,offensive_language
this rain got yall women talking out your ass.. a nigga should spend 80% of his income on a bitch & 128514 ;& 128514 ; bruh get these hoes the fuck outta here,158,hate_speech
<user> i'm redneck crazy,24,neither
<user> <user> u both sorry to give racist <user> a platform w his trash language dana ur intvw was below kindergarten level,123,neither
it's awesome when people you've known for years talk trash about you behind your back and then ask you for favors later. truly awesome.,135,neither
goat rt <user> nitty had bitches rubbin his beard and stomach at the same time in jollies.. legendary,101,offensive_language
"rt <user> : my daddy told me not to date a man with soft hands lol... either he doesn't do hard labor or he's a ""faggot"".",121,offensive_language
"your eyebrows on fleek, but ya pussy on stink",45,offensive_language
"<user> rt <user> mcrib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats soles of shoes",117,neither
bslfe in this bitch pullup 40st and washington space a-80 <url>,63,offensive_language
leave it up to ronson to make my ass laugh when i'm heated.... fucking bitch ...,80,offensive_language
<user> taylor wack ass bitch nigga,34,offensive_language
holy shit the retard episode of wheel of fortune... again. fantastic!,69,offensive_language
wh: obama won& 8217 ;t name holder& 8217 ;s replacement until you rubes have already cast your midterm ballots - hot air <url>,126,neither
cuz they dont wanna b saved rt <user> : why is saving hoes bad?,63,offensive_language
rt <user> : i make bitches fly like peter pand tho,50,offensive_language
<user> <user> mmm where the fuck is that at honkey? u need to wake up and realize its 2013 and get off of the skin,114,offensive_language
rt <user> : when yall having a good day she brings up a bitch from twitter <url>,80,offensive_language
tbt my precious gook baby & 128525 ;& 128525 ;& 128525 ;& 128525 ;& 128525 ;& 128525 ; <user> <url>,99,neither
rt <user> : i guess my confessions trash because none of them got posted- famu,78,neither
<user> iycmi. i can't get any work done if you keep showin off your bitches.,76,offensive_language
sorry about the spam but i dare you to search nigger on twitter and not laugh. impossible.,90,offensive_language
"rt <user> : and black women need to stop referring to themselves and other sisters as ""hoes"" ""bitches""..... it really ain't a good look& 8230 ;",143,offensive_language
rt <user> : <user> damn where you on house arrest at ? yup in tht bitch like & 128080 ;& 128131 ;& 128527 ;,107,offensive_language
<user> & 128514 ;& 128514 ;& 128514 ;& 128514 ; im joked out bitch you stupid!,78,offensive_language
<user> lmfao thats dead them hoes gotta pay,43,offensive_language
crack cocaine can steal your bitch from you,43,offensive_language
dumb cunt,9,offensive_language
<user> <user> plot twist: you have no penis. penny would make that bitch like a balloon. balloons and bitches can all float,123,offensive_language
i'm not bouta let no bitch play with none of my family. it don't matter if i fuck with them or not.,99,offensive_language
rt <user> : <user> mann fuckk dat shit!!..fuckk dat bitch!! & 128514 ;& 128514 ;,80,offensive_language
whos pussy is it she said richie's,34,offensive_language
"<user> i understand why, everyone loves pussy",45,offensive_language
i would probably still feel bad if you weren't such a bitch about it...,71,offensive_language
<user> call him a cock blocking faggot,38,hate_speech
rt <user> : had to block his bitch ass,38,offensive_language
<user> boring hack allah and mohamed are also against fags.please mention them as well.did god take away your balls as punishment?,130,hate_speech
rt <user> : five things i'll never give a bitch& 9757 ;& 65039 ; 1:my heart 2:my weed 3:my money 4:my twitter 5:my netflix password & 128175 ;& 128175 ;& 128175 ;& 128175 ;& 128175 ;& 128175 ;& 128175 ;,202,offensive_language
no less than 3 bad bitches in my bed at a time...,49,offensive_language
"rt <user> : if i've ever offended you, im sorry.. . . . . . . . . . . that you're a sensitive lil bitch.",104,offensive_language
<user> <user> lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha,118,offensive_language
rt <user> : look at all the chicks <user> follow and tell me he ain't got hoes. <url>,85,offensive_language
<user> i hate that nigger.,26,hate_speech
<user> thank you so much. it was a bitch move of her to pull. but thank you & 10084 ;& 65039 ;,94,offensive_language
<user> : atlanta niggas* <user> : bay niggas gotta chill. rt <user> : i'm shitting on you hoes. <url>,101,offensive_language
<user> stfu dyke looking hoe.,29,hate_speech
<user> ignore sorry i called you a bitch uncalled for,53,offensive_language
"<user> and because it sounds like there is no prenup, he's gonna cash in, not her. he apparently has ghetto credit. 'magine that?!",130,offensive_language
rt <user> : i don't understand how so many americans can hate on obama for saluting with a latte. nobody tells these swagfags anything abo& 8230 ;,146,offensive_language
you are a bitch.,16,offensive_language
rt <user> : i believe there's a hood in heaven cause the devil gots a bad bitch.,80,offensive_language
rt <user> : you're not right for this job. what why? well your r& 233 ;sum& 233 ; is just 'don't be a bitch dude' written on a napkin don't b& 8230 ;,149,offensive_language
well your a little cunt !,25,offensive_language
<user> thank you. i hate you. eat poison. fall down. run face first into a wall. yankees missed the playoffs.,109,offensive_language
<user> bitches or wat,21,offensive_language
<user> i thought you'd get the hint that we know you're a fake cunt and delete your fake account.,97,offensive_language
"rt <user> : girls ""go talk to your other hoes"" game too strong",62,offensive_language
"summer time bitch, always wild <url>",36,offensive_language
"having ""them hoes"" gets old, well it has gotten old already.",60,offensive_language
hahahaha fucking pussies <user> <user> <user>,45,offensive_language
"& 8220 ; <user> : this girl stress me out , ion even have no hoes <url> shit i be saying lol",92,offensive_language
<user> <user> what do you mean nice try? i'm right nigga. you a faggot. if you wanna argue bout anything else continue,118,offensive_language
rt <user> : i hate when people think i'm mad or sad cause i'm not talking.. nah i'm chillin bitch.,98,offensive_language
rt <user> : lmao bruh rt <user> : oooooo let me find a shooting star so i could wish a bitch would <url>,104,offensive_language
"""your teeth are like the stars."" ""aww thanks!"" ""yeah... yellow and far away from each other.""",93,neither
rt <user> : <user> <user> eat my pussy& 128539 ;& 128570 ;& 128166 ;& 128166 ;,78,offensive_language
retard.,7,offensive_language
liberty and justice for all rt <user> go get me a sandwich nigger or i'll kill you,82,hate_speech
"""lol, cripple!"" - wendy davis. rt <user> : scientists create remote-controlled chick to study shy penguins <url>",112,neither
"rt <user> : well done to <user> who correctly answered almeria. 26 yellow, and 1 red card so far this season.",109,neither
<user> <user> man fck dat tranny.... juwanna man ass nigga....,62,offensive_language
<user> that was so gay. and i was tanning bitch. juvie made me white,68,hate_speech
dat bitch had noo cheeks!,25,offensive_language
"i had liked this one bitch but, she always was in some shit causing some fucking drama",86,offensive_language
some army females just bitch about everything ..,48,offensive_language
<user> should be lol lil bitch,30,offensive_language
rt <user> : if her hands and feet dirty rt <user> : <user> how can you tell if a girl pussy stink before actually gettin in her pan ...,135,offensive_language
"rt <user> : jammer just said to me he thought ""mustard on the beat ho"" was saying ""abdullah on the beat"" this whole time loooooool",130,offensive_language
<user> jk i'd fuck a dog before i fuck you fish pussy,53,hate_speech
rt <user> y'all virgo bitches gotta chill thinking y'all beyonc& 232 ; & 128514 ;& 128514 ;& 128514 ;,101,offensive_language
lmaoo beans rt <user> : this bitch is so stupid smh <url>,57,offensive_language
<user> these hoes gay thats why,31,offensive_language
<user> quit using song lyrics queer,35,offensive_language
"my son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.",132,neither
"joe budden always flexin on average twitter niggas wit his pool parties n bitches, the nigga can't compete wit otha rap niggas",126,offensive_language
<user> lol duhh but ima get my neck tomorrow so dont be mad hoe,63,offensive_language
you nigga eating these hoes pussy but they ain't worth it,57,offensive_language
"i hate ""chunky"" pasta sauce. keep pesky vegetables way from me",62,neither
"she come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work.",128,offensive_language
never let a boy make you feel like you're anything less than a bad bitch,72,offensive_language
rt <user> : beanies for life & 9697 ;& 776 ;& 8413 ; <url>,58,neither
bats are cool as hell because they're basically half tiny fox half leather bird.,80,neither
rt <user> : & 8220 ; <user> : some* rt <user> : niggas be so pressed for pussy& 8221 ; my bad yes some!,103,offensive_language
"rt <user> : ""1, 2, 3, 4, how many niggers are in my store? i knowwww you're stealing!"" & 128514 ;& 128514 ;& 128514 ;",117,hate_speech
austin is a funny niggah,24,offensive_language
fuck drama class. this bitch boring as hell,43,offensive_language
eagles fuck around lose it'll be kill the cracker at the sophi crib smfh,72,hate_speech
procrastination is really a bitch.,34,offensive_language
"and here standing in the red corner <user> weighing 145lbs the pussy destroying champion of the world, adam nobodyknowshisrace smith",132,offensive_language
rt <user> : mama said no pussy cats inside my dog house,55,offensive_language
"rejectedpeanutsspecials its the grape crackhead, charlie brown!",63,neither
"bitch, you may have a million dollar body, but you got a dollar menu face and a four-piece nugget pussy, so you ain't worth shit.",129,offensive_language
i hate when females try to sound like bird heads,48,neither
you can never get a group of hoes together witout em resorting to being hoes....,80,offensive_language
""" i need a trippy bitch who fuck on hennessy """,46,offensive_language
wait that's noooo butt naked bitch & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ; awwwww boy!!!!!!,102,offensive_language
people who never use any hair product are unkept white trash douche bags.,73,offensive_language
rt <user> : offseason outlook: new york& 160 ;yankees <url>,59,neither
rt <user> : rick scott refuses to appear on debate stage because charlie crist has an illegal electronic fan <url> via& 8230 ;,126,neither
rt <user> : ur a lil bitch if you don't have your read receipt on& 128064 ; shady & 128511 ;,92,offensive_language
when niggas gimme their mixtape and it's trash yeet fatality <url>,66,offensive_language
<user> bitch was at a gas station puffin. i swear that's so trashy... her nigga should put her in check..,105,offensive_language
you bitch hole you never text me back.... can you guess who this is... & 8212 ; haha i never text anyone back my bad <url>,122,offensive_language
<user> who do you think i am bitch,34,offensive_language
bitch just sucked my dick and tried to give me sugar bitch get out,66,offensive_language
"i hate when bitches keep saying ""yassss like"" like bitch u sound stupid stfu",76,offensive_language
<user> ugly white bitch,23,offensive_language
hit the strip club and see some bitches i went to school with......,67,offensive_language
notice i don't make music for niggas that don't get pussy.-drake lordknows,74,offensive_language
"that annoying moment when you have to keep removing your headphones because someone keeps talking to you.. like move, bitch..",125,offensive_language
"what else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells.",91,neither
is there an additional charge for the pussy to listen to my personal problems?,78,offensive_language
"no wealth doesn't insulate from being called nigger. but still does improve empirical quality of life outcomes, phenomenally. <user>",132,offensive_language
some call it trickn i call it hangn out ima handle my business n knock dat pussy out & 128049 ;& 128166 ;& 127814 ;,115,offensive_language
rt <user> : lmao...........poor pussy!!!!! <url>,48,offensive_language
"rt <user> : crooked number followed by shut down frame, love it. yankees",72,neither
<user> fags,11,hate_speech
here this nigga go rt <user> : damn dark skinned hoes be havin all that ass but be lookin like pokemons & 128553 ;& 128555 ;,124,offensive_language
if you texting other niggas just let me know so i can find me some other bitches. no hard feelings,98,offensive_language
<user> them hoes look good,26,offensive_language
"rt <user> : ""uhm bitch the fuck its wednesday and we are suppose to wear black u can't sit with us"" <url>",105,offensive_language
i love asian bitches,20,offensive_language
"<user> she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""bye falicia!""",121,offensive_language
told ya months ago charlie wasn't bullshittin.. bevo is next,60,offensive_language
rt <user> : stick by his side and don't give his pussy up . .,61,offensive_language
<user> is little bitch an emotion? cuz i'm feeling it..,55,offensive_language
"instagram have you looking at motherfuckers like ""who the fuck does this bitch/nigga think she/he isss""??",105,offensive_language
rt <user> : if you're attractive you think any straight guy just wants to be your friend...bitch you stupid,107,offensive_language
saw three grown men on a motorcycle that bitch was barely moving lmao what the hell,83,offensive_language
<user> bitch u 1,16,offensive_language
good morning to lightskin dyke bitches with steven segal ponytails.,67,hate_speech
<user> and youre a fucking loudmouth ignorant redneck fuck. you still tryin to suck your own dick? you cant you dumbfuck...its too short.,137,offensive_language
<user> you must have sent a bird call because i didn't get shit,63,offensive_language
"i thought it was bros over hoes , guess not & 128530 ;",54,offensive_language
"in this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. i have to& 8230 ; <url>",123,offensive_language
<user> <user> <user> i don't likes dat magazine. all da black folk look like dey one chromeasome away from da ape,113,hate_speech
dat da bad thing bout being colored. day bring me in to fight but don't vite me to da victory partay,100,neither
rt <user> : early bird catches the worm people,46,neither
& 128514 ;& 128514 ;& 128514 ;& 128514 ; <user> bitch was mad af <url>,70,offensive_language
rt <user> : smh u got ebola now rt& 8220 ; <user> : i stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to & 8230 ;,148,offensive_language
"she just wanna run around the city and make memories that she can barely remember and i'd allow her, talk about pussy power.",124,offensive_language
rt <user> : not all black girls are ghetto .,44,offensive_language
cooking breakfast in the nude is wifey status? fuck no. i have actually cooked before i aint about to get no grease burns on my nips!& 128562 ;& 128565 ;,153,offensive_language
i dream about having twin girls a lot yea karma i know it's you bitch,69,offensive_language
i swear i care about everything else but these bitches & 128075 ;& 9996 ;& 65039 ;.,83,offensive_language
yup rt <user> : egg nog trash rap,33,neither
<user> you're the sole reason i come to that chipotle incase you didn't know. keep up the good work babe,104,neither
rt <user> : i've been at work chuckling at that time <user> said not revealing your age keeps the pussy fresh. & 128514 ;& 128557 ;& 128557 ;& 128557 ;& 128514 ;,161,offensive_language
truth rt <user> : david is the charlie brown of scandal,55,neither
rt <user> : got a bad ass bitch just bouncing on my dick!,57,offensive_language
' hate a female that got the mentality of a niggah .,52,offensive_language
""" <user> : these hoes is crazy""",31,offensive_language
"i don't like bat man though, i fucked his bitch twice.",54,offensive_language
<user> <user> don't be a bitch,30,offensive_language
he a hoe fa that rt <user> : incredible vagina is rarely ever attached to an incredible woman. god has a weird sense of humor.,126,offensive_language
hanging with my bitches i couldn't be more happy thegoodlife,60,offensive_language
cuz if it's trash i'm bashing it at saying he need to go back to jail,69,neither
<user> <user> bitch stfu and get off my page,44,offensive_language
<user> pussy,12,offensive_language
rt <user> : nigga wanna bitch about a party y'all know my address knock at my door,82,hate_speech
yeah hoe.,9,offensive_language
rt <user> : why y'all's ain't do nun when the fat bitch jumped on me! yall a trip& 8252 ;& 65039 ;,98,offensive_language
lightskins and spanish girls be acting like breaking niggas hearts is a necessity. stop being cruel bitch,105,offensive_language
& 8220 ; <user> : i'm tryna get some snow day dick & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 8221 ;gon make a nicca have a wreck out there tryn pull up on ya & 128514 ;& 128514 ;,178,offensive_language
barkley is trash,16,neither
<user> <user> chatt niccas love doin dat brah,45,offensive_language
rt <user> : when bitches try to be funny ... that get you beat up real quick,76,offensive_language
when people label their name on there ghetto nano <user>,56,neither
"' south central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs & 1041233 ; . we just be... <url>",132,offensive_language
i can't believe these ghetto fucks left this little kid next to me. he's now playing with fucking everything. odds of his survival? minimal.,140,offensive_language
fuck you and the bitches you talking to,39,offensive_language
"my sister is really going to fucken deny it but yet sprays the room with febreeze , like really bitch why are you going to deny it",130,offensive_language
"<user> but seriously, it's the only reason i use a mega whatsoever. pure favoritism. also those sweet fuzzy wings.",114,neither
alex smith such a got damn bitch man,36,offensive_language
<user> purple monkey,20,neither
rt <user> : somewhere in the world some bitch is ordering roses for herself so she doesn't look like the lonely bitch at the office,131,offensive_language
"porn , android , iphone , ipad , sex , xxx , | latina | latina with tight pussy <url>",85,offensive_language
boy a bitch still ain't got the proper amount of sleep & 128514 ;& 128557 ;& 9995 ;& 128553 ;,93,offensive_language
these hoes soo & 127805 ;& 127936 ;,35,offensive_language
pockets hella empty but these bitches steady choosing.,54,offensive_language
<user> ur a cunt nd a wish a was a faggot,41,offensive_language
technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao,120,offensive_language
rt <user> : idk why skinny bitches think they got ass cuh,57,offensive_language
"i've never had a problem w| anybody here, i've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired",139,offensive_language
throwback to being bitches drinking mikes bc we sucked <user> <url>,67,offensive_language
i'm gonna kill bitches today.,29,offensive_language
<user> no clue but these bad hoes ain't really bad,50,offensive_language
rt <user> : 0 love for these hoes <url>,39,offensive_language
i do da flow in a temple today fo nuttin. and dat jew wit the funky hair tell me i subhuman. he tell me i ain't no mo human den a monkey,136,hate_speech
rt <user> : some of y'all bitches can't even grow this on yo damn head <url>,76,offensive_language
i'm gonna go ape shit if there is an if uchida,46,offensive_language
rt <user> : team no hoes & 128514 ;& 128076 ;,45,offensive_language
sweet milf in white lingerie has her hose ripped and her pussy& 160 ;pounded <url>,82,offensive_language
"hittin licks, what you get outta that? you yo boys is some pussy cats!!!",72,offensive_language
rt <user> : idgaf what you bitches say about me & 128514 ;,58,offensive_language
bitch i need that body high do not fuck wit my head pleeeease,61,offensive_language
first key club trash pick up with the freshman! tbt <url>,57,neither
"all i got for these hoes is dick, duct tape, and a stapler.",59,offensive_language
actin awfully slutty for a bitch in a winnie the pooh sweater <url>,67,offensive_language
<user> <user> lmaooo niggas ain't but hoes is i think i'm winning,65,offensive_language
versace bird feeder,19,neither
"<user> <user> <user> <user> <user> ""i could have died"".. ""i called my mom a bitch"" lmao",87,offensive_language
all these bitches wanna fuck on a thug,38,offensive_language
<user> shoot that nigger bitch in the knees....,47,offensive_language
fuck you bruh ima look at your young bitch..,44,offensive_language
rt <user> : dudes a hoe had me laughin on my only pics& 128514 ;& 128514 ;& 128514 ;,84,offensive_language
women hate hoes becuz they fuckin up the economy,48,offensive_language
people who grow their own vegetables are nothing but common peasant trash.,74,hate_speech
"rt <user> : that pussy & 128572 ;keep calling me, gettin me in trouble",70,offensive_language
wassup wit all these fucc niccas,32,hate_speech
yung nigger move that dope,26,offensive_language
rt <user> : any song with tyga in it is trash,45,offensive_language
"rt <user> : curious george, the curious little monkey or deranged serial cat killer? the story the man with the yellow hat doesn't want you& 8230 ;",147,neither
rt <user> : u hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago,115,hate_speech
rt <user> : & 8220 ; <user> : why do niggas settle for easy bitches ? like don't y'all wanna bitch that challenges you to better yoursel& 8230 ;,144,offensive_language
"pollos a l'ast dos pollos estaban dando vueltas en una poller& 237 ;a mientras los estaban cocinando a l'ast, cuando... <url>",125,neither
"rt <user> : & 8220 ; <user> : that ""boss ass bitch"" song got basics thinking they're models lmao knowyourplace & 8221 ; & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ;",170,offensive_language
rt <user> : trash liars rt <user> : these law students are terrible liars htgawm,80,neither
<user> dubya hates todays teabagger movement.,45,neither
chillin in the hood with my retarded ass homegirl. i feel at home.,66,offensive_language
i fuckedd your bitch than gave her a snack pack,47,offensive_language
so it turns out hope solo is one crazy bitch <url>,50,offensive_language
<user> her pussy smell like boiled hot dog water and lizard dick.,65,offensive_language
rt <user> : lmaoooo rt <user> : <user> fam i stabbed a person once in cod ghost and he said i stab like a nigger,112,offensive_language
"<user> <user> <user> bitch you said you don't even like trae , fuckin poser!!",77,offensive_language
"this being too sick to function is for the birds ! i was starting to feel slightly better earlier,now i feel like death again!",126,neither
<user> bitch add me,19,offensive_language
i fuck bitches & 128175 ;& 128536 ;& 128541 ;& 128539 ;& 128525 ; better watch yah hoe & 128175 ;& 128129 ;& 128168 ;& 128069 ;& 128109 ;,137,offensive_language
rt <user> : so yeah <user> is the fucking best and i would really hate living if i didn't know her. my bad bitch appreciation pos& 8230 ;,137,offensive_language
rt <user> : ...like to have a seat on it. i also don't assume that because a woman contributes to a sex convo that means her pussy is open f& 8230 ;,148,offensive_language
& 8220 ; <user> : he too rich to let that bitch get him mad like that!& 8221 ; niggas don't think at all,104,offensive_language
pnd is my jigga man.,20,neither
<user> alright fag,18,hate_speech
don't fuck widd no baby ass bitch in the words of deja lol,58,offensive_language
dont call me a nigguh unless u call me my nigguh,48,offensive_language
lol!! & 8220 ; <user> : ooop! qt <user> : you little twats.& 8221 ;,67,offensive_language
<user> whoooo?? lemme find out a bitch run u haha,49,offensive_language
"& 8220 ; <user> : <user> wow, putting a whole manifesto up using twitlonger. and by a canadian. hey hoser....how many will you adopt?",133,offensive_language
rt <user> : when niggas try to act hard but really be bitch made & 128514 ;,75,offensive_language
"ugly hoes favorite line: ""i'm far from ugly..."" i be like naw hoe, you closer than you think!",93,offensive_language
"it is impossible for females to be players, pimps, etc... they're called hoes",77,offensive_language
facebook is for the birds...i'm over it,39,neither
<user> yea i listen to that hoe when i wake up,46,offensive_language
<user> say how you do that i got this lil bitch who ain't getting the memo,74,offensive_language
"fuck rebuild the tranny, i'm driving it like its been for the last 4 years till it finally goes out & 128514 ;& 128514 ;& 128514 ;",130,offensive_language
""" <user> : we actin like it's the 7th day <user> <url> & 128123 ;spook",70,neither
& 8220 ; <user> : when girls take my snap backs and beanies lol& 128169 ; that's 35 dollars a hat and 40 for the ax beanies & 128530 ;& 8221 ;i don't let them take it,166,neither
wish <user> would stop being lazy and be a little rebellious. come to indy bitch titz. <user> misses you,104,offensive_language
<user> no ud still be a fag if i was lolz,41,hate_speech
& 8220 ; <user> : hell ya they should make more malt liquor ads like this. <url> - dis be heaven fo a colored man,113,hate_speech
what would yall do?.....i would act like one of them nd act like we lookin for the same bitch lmao <url>,104,offensive_language
"<user> i am hurt im.not in it wtf, fuck danielle that bitch",59,offensive_language
this biatch just called me a bitch & 128514 ;& 128514 ;,55,offensive_language
my pussy taste like pepsi cola.,31,offensive_language
these hoes pickin and choosin.. that's why these niggas stickin and movin,73,offensive_language
"if i hold the door open for you, bitch you betta say thank you or imma slam the door in ya back.",96,offensive_language
i hate bitches but ugly and//or fat bitches are the worst,57,offensive_language
rt <user> : thats yo bitch she my bitch too,43,offensive_language
<user> do it then pussy,23,offensive_language
"rt <user> : i hate seeing people bitch about their lives. i haven't even tried the taco bell breakfast, man, you don't have it this har& 8230 ;",143,offensive_language
"""i guess this is the night bitches die...!!!!"" stewie is that nigga...!",71,offensive_language
"""you can take someone out of the ghetto, but you can't take the ghetto out of them.""",84,offensive_language
faggot <url>,12,hate_speech
"tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness.",110,offensive_language
rt <user> : & 8220 ; <user> : look ghetto but it work <url>,59,neither
<user> <user> not scanger,25,neither
dumb bitch,10,offensive_language
<user> shine bright like a bad bitch,36,offensive_language
how long are they going to let the fools in ferguson continue? stop pussy footin' disperse them by whatever means necessary!,124,neither
okay so i know i'm like ten years late but i freaking hate ana sofia from lost fuck that dumb bitch wtf is her problem & 128545 ;& 128545 ;& 128545 ;& 128545 ;& 128545 ;& 128545 ;& 128545 ;& 128545 ;& 128545 ;& 128545 ;& 128545 ;,229,offensive_language
free love sexual liberation seemed to be the dawn of lots of consequence free pussy for them 60s negroes. why we always forgetting history,138,offensive_language
rt <user> : it's ok to trash talk....but i haven't seen any bama fans wishing harm or injury towards lsu players.,113,neither
rt <user> : i really need to take my rose colored glasses off though. i gotta stop thinking everybody does shit with good intentions& 8230 ;,140,neither
